,date,cases_new,cases_import,cases_recovered,predict_cases,active_cases,rtk-ag,pcr,daily_positivity_rate,new_cases_Johor,active_case_Johor,new_cases_Kedah,active_case_Kedah,new_cases_Kelantan,active_case_Kelantan,new_cases_Melaka,active_case_Melaka,new_cases_Negeri Sembilan,active_case_Negeri Sembilan,new_cases_Pahang,active_case_Pahang,new_cases_Perak,active_case_Perak,new_cases_Perlis,active_case_Perlis,new_cases_Pulau Pinang,active_case_Pulau Pinang,new_cases_Sabah,active_case_Sabah,new_cases_Sarawak,active_case_Sarawak,new_cases_Selangor,active_case_Selangor,new_cases_Terengganu,active_case_Terengganu,new_cases_W.P. Kuala Lumpur,active_case_W.P. Kuala Lumpur,new_cases_W.P. Labuan,active_case_W.P. Labuan,new_cases_W.P. Putrajaya,active_case_W.P. Putrajaya
76,2020-04-10,118,20,222,184,2517,0,10153,1.16,19,332,0,37,1,66,14,127,11,132,4,166,1,90,0,10,1,107,2,154,15,276,31,498,3,85,14,394,0,12,2,31
77,2020-04-11,184,10,165,153,2536,0,9435,1.95,21,310,0,37,2,68,8,113,17,149,27,185,1,78,0,10,5,112,10,157,7,278,35,504,1,86,46,416,2,5,2,28
78,2020-04-12,153,14,113,134,2576,0,7209,2.12,14,284,0,31,1,69,3,113,9,137,11,189,1,79,0,10,2,114,6,163,8,286,53,529,0,86,44,453,0,5,1,28
79,2020-04-13,134,8,168,170,2542,0,5874,2.28,20,288,0,31,2,71,0,109,42,179,0,121,3,76,0,10,0,114,14,177,6,291,13,499,4,87,28,454,0,5,2,30
80,2020-04-14,170,12,202,85,2510,0,7748,2.19,8,262,0,29,0,30,3,109,2,169,11,132,3,70,0,10,3,117,5,166,15,304,52,521,0,86,68,473,0,5,0,27
81,2020-04-15,85,4,169,110,2426,0,9797,0.87,14,255,1,30,0,21,0,109,1,134,17,144,0,56,0,10,0,117,0,161,8,312,18,503,0,86,26,460,0,4,0,24
82,2020-04-16,110,3,119,69,2417,0,9395,1.17,13,267,0,24,1,22,0,98,26,152,8,136,1,47,0,10,0,117,3,143,16,323,13,490,2,85,26,475,0,4,1,24
83,2020-04-17,69,6,201,54,2285,0,9300,0.74,9,276,0,23,0,22,1,98,13,155,1,120,1,42,0,10,0,17,5,148,10,333,10,453,0,84,18,476,1,5,0,23
84,2020-04-18,54,6,135,84,2204,0,9648,0.56,16,292,0,23,0,14,0,95,3,148,2,111,0,36,0,10,0,15,10,136,6,337,2,427,1,73,14,461,0,4,0,22
85,2020-04-19,84,48,95,36,2193,0,9111,0.92,3,294,0,18,0,14,37,132,0,143,5,109,0,36,0,10,0,14,3,139,5,332,10,402,0,73,12,443,0,4,9,30
86,2020-04-20,36,13,98,57,2131,0,9300,0.39,2,295,0,16,0,14,2,123,3,141,2,97,0,30,0,10,0,13,2,119,6,337,2,386,0,66,4,438,0,3,13,43
87,2020-04-21,57,18,54,50,2134,0,10003,0.57,1,294,0,16,0,14,1,114,1,142,8,99,0,29,0,10,0,13,0,118,22,356,11,385,0,63,13,435,0,3,0,43
88,2020-04-22,50,5,103,71,2081,0,12184,0.41,3,297,1,16,0,14,1,113,2,112,6,102,0,29,0,10,0,13,0,106,19,371,1,366,0,60,16,426,0,3,1,43
89,2020-04-23,71,20,90,88,2062,0,12733,0.56,3,300,0,16,0,14,0,102,20,130,1,103,0,28,0,10,0,11,1,105,4,347,12,365,1,60,29,425,0,3,0,43
90,2020-04-24,88,15,121,51,2029,0,15587,0.56,4,304,0,12,0,14,3,104,2,120,1,98,0,26,0,10,0,7,2,104,9,312,18,364,0,57,49,456,0,3,0,38
91,2020-04-25,51,4,99,38,1981,0,13959,0.37,0,304,0,12,0,14,0,87,0,119,1,93,0,22,0,10,0,7,0,104,10,322,1,352,0,57,39,444,0,2,0,32
92,2020-04-26,38,5,100,40,1919,0,9442,0.4,4,307,0,12,0,12,1,80,1,114,0,89,0,22,0,10,2,9,0,100,7,299,6,333,0,46,16,452,0,2,1,32
93,2020-04-27,40,5,95,31,1864,0,12329,0.32,0,306,0,12,0,12,0,80,1,90,0,72,1,20,0,10,0,8,1,94,3,286,4,330,0,45,30,465,0,2,0,32
94,2020-04-28,31,10,75,94,1820,0,12571,0.25,1,306,0,11,0,12,0,78,1,90,0,72,0,15,0,10,0,8,1,95,8,282,5,318,0,41,14,447,0,2,1,33
95,2020-04-29,94,72,55,57,1859,0,14472,0.65,0,305,0,11,0,12,0,78,72,150,5,77,0,15,0,10,0,5,2,93,6,288,1,303,0,36,8,441,0,2,0,33
96,2020-04-30,57,26,84,69,1832,0,12042,0.47,3,300,0,11,0,12,5,81,5,150,1,78,0,15,0,10,0,4,0,76,5,279,27,309,0,34,10,438,0,2,1,33
97,2020-05-01,69,12,39,105,1862,0,14009,0.49,3,287,0,10,0,12,0,81,0,149,3,81,0,13,0,10,0,4,0,57,3,282,24,333,0,34,32,470,0,2,4,37
98,2020-05-02,105,11,116,122,1851,0,11153,0.94,1,277,0,10,0,12,2,83,8,139,8,88,0,13,0,10,0,4,0,57,9,235,63,387,0,29,14,473,0,0,0,34
99,2020-05-03,122,52,87,55,1886,0,12537,0.97,0,262,0,10,0,12,3,69,71,207,0,88,0,13,0,10,0,4,1,58,5,229,11,392,0,28,30,469,0,0,1,35
100,2020-05-04,55,7,71,30,1870,0,9831,0.56,0,253,0,9,0,12,3,72,6,209,0,88,0,13,0,10,0,2,0,54,0,209,21,405,0,28,25,471,0,0,0,35
101,2020-05-05,30,1,83,45,1817,0,10935,0.27,0,248,0,9,0,12,0,66,0,204,0,85,0,13,0,10,1,3,0,53,2,202,4,389,0,24,23,467,0,0,0,32
102,2020-05-06,45,1,135,39,1727,35,12860,0.35,0,248,0,9,0,9,1,51,2,193,0,85,0,13,0,10,0,3,0,49,11,193,9,382,0,24,22,435,0,0,0,23
103,2020-05-07,39,1,74,68,1692,12,13722,0.28,0,227,0,8,0,9,1,52,0,192,0,85,0,13,0,2,0,3,1,45,1,192,16,387,0,23,20,431,0,0,0,23
104,2020-05-08,68,4,88,54,1672,23,11700,0.58,0,214,0,8,0,9,0,52,53,245,1,84,0,13,0,2,0,3,0,43,1,187,6,382,0,20,6,387,0,0,1,23
105,2020-05-09,54,1,65,67,1661,0,10417,0.52,0,207,0,8,0,9,1,53,28,273,0,84,0,13,0,2,0,3,0,37,4,179,10,376,0,14,10,382,0,0,1,21
106,2020-05-10,67,0,96,70,1632,27,10115,0.66,0,202,0,8,0,9,0,51,45,313,2,82,2,15,0,2,0,3,0,37,1,171,8,333,0,14,9,373,0,0,0,19
107,2020-05-11,70,13,88,16,1614,23,9784,0.71,0,193,0,7,0,9,1,51,16,328,4,86,0,15,0,2,0,3,10,40,0,162,3,312,0,12,35,379,0,0,1,15
108,2020-05-12,16,3,110,37,1520,20,10483,0.15,0,185,0,7,0,9,0,50,0,298,0,85,0,15,0,2,0,3,1,40,0,156,3,286,0,10,12,363,0,0,0,11
109,2020-05-13,37,4,58,40,1499,58,10372,0.35,0,182,0,7,0,9,2,52,22,317,3,69,0,15,0,2,0,3,2,42,1,142,2,280,0,10,5,358,0,0,0,11
110,2020-05-14,40,0,70,36,1469,13,12010,0.33,1,180,0,7,0,9,1,48,11,325,8,77,0,15,0,2,0,3,0,42,0,134,1,270,0,8,18,339,0,0,0,10
111,2020-05-15,36,1,88,17,1417,48,11552,0.31,0,173,0,7,0,9,1,48,1,295,5,82,0,15,0,2,0,3,0,40,0,128,14,272,0,7,15,326,0,0,0,10
112,2020-05-16,17,6,73,22,1361,32,11376,0.15,0,166,0,7,0,9,0,46,0,273,7,85,0,15,0,2,0,3,1,41,0,106,1,270,0,7,7,320,0,0,1,11
113,2020-05-17,22,5,59,47,1324,122,8823,0.25,0,157,0,7,0,9,0,38,0,263,1,86,0,15,0,2,0,3,0,40,0,102,8,263,0,6,13,323,0,0,0,10
114,2020-05-18,47,21,44,37,1327,139,11608,0.4,0,145,0,7,0,9,0,35,0,262,0,80,0,11,0,2,0,3,0,39,0,97,8,269,0,4,38,354,0,0,1,10
115,2020-05-19,37,2,31,31,1333,404,10587,0.34,1,143,0,7,0,9,0,35,0,262,2,81,0,11,0,2,0,3,6,45,0,96,6,268,0,3,22,358,0,0,0,10
116,2020-05-20,31,10,60,50,1304,487,12012,0.25,0,143,1,8,1,9,0,28,0,238,0,76,0,11,0,2,0,3,1,46,0,95,15,277,1,4,10,353,0,0,2,11
117,2020-05-21,50,3,90,78,1264,514,10905,0.44,0,133,0,8,0,9,0,28,2,207,1,73,0,10,0,2,0,3,0,45,0,79,8,273,0,4,39,379,0,0,0,11
118,2020-05-22,78,26,63,48,1279,428,10864,0.69,0,133,0,8,0,9,1,29,13,187,2,75,0,10,0,2,0,3,2,46,1,76,20,282,0,4,39,404,0,0,0,11
119,2020-05-23,48,4,53,60,1274,401,9694,0.48,1,118,0,7,0,9,0,27,1,180,3,69,0,10,0,2,0,3,1,47,0,72,37,317,0,3,5,399,0,0,0,11
120,2020-05-24,60,7,33,172,1301,444,7144,0.79,1,119,0,7,0,9,0,25,0,161,0,64,0,10,0,2,0,3,2,49,0,69,46,362,0,3,11,408,0,0,0,10
121,2020-05-25,172,5,34,187,1439,133,7609,2.22,0,115,0,7,0,9,0,25,0,146,0,64,0,10,0,2,0,3,0,49,4,71,53,414,0,3,115,511,0,0,0,10
122,2020-05-26,187,10,62,15,1564,286,7029,2.56,0,108,0,5,0,9,0,23,1,116,0,57,0,9,0,2,0,3,0,48,0,71,9,418,0,2,177,683,0,0,0,10
123,2020-05-27,15,6,42,10,1537,652,7569,0.18,0,76,0,5,0,9,0,23,0,113,0,57,0,9,0,2,0,3,1,49,3,73,5,421,0,1,6,686,0,0,0,10
124,2020-05-28,10,0,86,103,1461,612,10261,0.09,0,61,0,5,0,9,0,20,0,91,1,56,0,9,0,2,0,3,0,41,0,65,2,416,0,1,7,672,0,0,0,10
125,2020-05-29,103,7,66,30,1498,1046,12048,0.79,3,59,0,5,0,9,0,16,59,141,1,51,0,9,0,2,0,3,2,40,0,53,28,441,0,1,10,658,0,0,0,10
126,2020-05-30,30,3,95,57,1433,353,8962,0.32,1,57,0,5,0,9,2,18,4,144,0,48,1,10,0,2,0,3,0,33,0,51,5,384,0,1,13,655,0,0,4,13
127,2020-05-31,57,10,23,38,1467,243,8388,0.66,0,56,0,5,0,9,1,18,2,144,15,63,0,10,0,2,0,3,0,30,0,43,31,413,0,1,8,657,0,0,0,13
128,2020-06-01,38,26,51,20,1454,592,7551,0.47,0,54,0,5,0,9,13,31,2,140,0,63,0,10,0,2,0,3,1,28,0,43,11,399,0,1,11,653,0,0,0,13
129,2020-06-02,20,15,66,93,1408,559,11619,0.16,1,52,0,4,0,9,1,32,6,142,0,63,0,10,0,2,0,3,1,29,0,42,6,383,0,1,5,624,0,0,0,12
130,2020-06-03,93,0,61,277,1440,745,11420,0.76,0,51,0,4,0,8,0,32,36,173,0,61,0,10,0,2,0,3,0,29,0,40,2,377,0,1,55,637,0,0,0,12
131,2020-06-04,277,2,28,19,1689,746,10684,2.42,0,50,0,4,0,8,0,32,3,173,1,62,0,10,0,2,0,3,0,27,0,36,2,373,0,1,271,896,0,0,0,12
132,2020-06-05,19,7,51,37,1657,919,12567,0.14,0,50,0,4,0,8,1,33,0,172,1,63,0,10,0,2,0,3,3,29,1,37,9,354,0,1,4,879,0,0,0,12
133,2020-06-06,37,8,25,19,1669,626,10140,0.34,0,50,0,4,0,8,0,33,5,163,0,63,0,10,0,2,0,3,0,28,2,38,14,366,0,1,15,887,1,1,0,12
134,2020-06-07,19,6,39,7,1649,428,7051,0.25,0,50,0,4,0,8,0,33,1,164,0,55,0,10,0,2,0,3,2,30,0,37,12,352,0,1,4,887,0,1,0,12
135,2020-06-08,7,2,20,7,1636,438,6273,0.1,0,49,0,4,0,8,1,34,0,160,0,55,0,10,0,2,0,3,2,32,0,37,3,348,0,1,1,880,0,1,0,12
136,2020-06-09,7,6,281,2,1362,1096,5658,0.1,0,47,0,4,0,8,0,34,0,157,0,55,0,10,0,2,0,3,0,32,0,37,3,347,0,1,4,612,0,1,0,12
137,2020-06-10,2,1,39,31,1325,779,6634,0.03,1,46,0,4,0,8,0,34,0,156,0,54,0,10,0,2,0,3,0,31,1,37,0,330,0,1,0,596,0,1,0,12
138,2020-06-11,31,11,51,33,1305,2094,9486,0.27,0,46,0,4,0,8,11,45,16,143,0,54,0,10,0,2,0,3,0,29,0,32,3,327,0,1,1,588,0,1,0,12
139,2020-06-12,33,16,103,43,1235,1270,5851,0.46,1,46,0,4,0,8,4,49,4,111,0,51,0,10,0,2,0,3,1,29,0,32,13,285,0,1,10,591,0,1,0,12
140,2020-06-13,43,5,143,8,1135,1269,5468,0.64,2,48,0,4,0,8,2,50,26,136,2,50,1,10,0,2,0,3,2,31,0,30,7,250,0,1,1,499,0,1,0,12
141,2020-06-14,8,2,35,41,1108,1211,4618,0.14,0,48,0,4,0,8,1,49,0,136,0,50,0,10,0,2,0,3,0,31,1,31,2,226,0,1,4,498,0,1,0,10
142,2020-06-15,41,3,54,11,1095,1170,2912,1.0,3,51,0,4,0,8,2,51,32,149,0,36,0,10,0,2,0,3,1,28,0,30,2,220,0,1,1,491,0,1,0,10
143,2020-06-16,11,1,333,10,773,1579,4819,0.17,1,51,0,4,0,8,0,40,4,135,0,31,0,10,0,2,0,3,0,27,3,33,1,220,0,1,2,198,0,1,0,9
144,2020-06-17,10,0,140,14,643,2183,4167,0.16,0,51,0,4,0,8,0,40,1,136,0,21,0,10,0,2,0,3,2,29,1,34,5,122,0,1,1,174,0,1,0,7
145,2020-06-18,14,3,127,6,530,1705,4262,0.23,2,31,0,3,0,3,0,38,0,136,0,10,1,8,0,2,0,1,1,27,4,31,2,109,0,1,4,124,0,1,0,5
146,2020-06-19,6,2,70,21,466,1497,4824,0.09,0,31,0,3,0,3,0,37,1,113,0,10,0,8,0,2,0,1,0,16,1,32,3,96,0,1,1,108,0,1,0,4
147,2020-06-20,21,2,76,16,411,1272,4390,0.37,0,30,0,3,0,3,0,26,1,110,0,9,0,8,0,2,0,1,1,17,0,31,12,92,0,1,7,75,0,1,0,2
148,2020-06-21,16,3,10,15,417,1053,4196,0.3,1,31,0,3,0,3,1,27,6,112,0,9,0,8,0,2,0,1,1,15,3,34,4,94,0,1,0,75,0,0,0,2
